Date,Creative,"Creative ID","Total Ads Requested"
2024-08-07,C7Y09UD-3976055-DLR_FY24_SPA_HalloweenTime-Inspire_320x50.jpg,4754314,16064
2024-08-07,C7Y09UD-3976055-DLR_FY24_SPA_HalloweenTime-Inspire_728x90.zip,4760368,2194
2024-08-07,C81VVTT-3985402-DLR_FY24_SPA_Q4BroadResorfOffer-Activate_160x600.zip,4747193,342
2024-08-07,C81VVTT-3985402-DLR_FY24_SPA_Q4BroadResorfOffer-Activate_300x250.zip,4747200,17277
2024-08-07,C81VVTT-3985402-DLR_FY24_SPA_Q4BroadResorfOffer-Activate_300x600.zip,4747202,676
2024-08-07,C81VVTT-3985402-DLR_FY24_SPA_Q4BroadResorfOffer-Activate_320x50.jpg,4742547,6318
2024-08-07,C81VVTT-3985402-DLR_FY24_SPA_Q4BroadResorfOffer-Activate_728x90.zip,4747192,667
2024-08-07,C8AT7QS-3999625-DLR_FY24_SPA_PlazaDeLaFamilia-Launch-Inspire_160x600.zip,4773949,1073
2024-08-07,C8AT7QS-3999625-DLR_FY24_SPA_PlazaDeLaFamilia-Launch-Inspire_300x250.zip,4773950,14701
2024-08-07,C8AT7QS-3999625-DLR_FY24_SPA_PlazaDeLaFamilia-Launch-Inspire_300x600.zip,4773952,1313
2024-08-07,C8AT7QS-3999625-DLR_FY24_SPA_PlazaDeLaFamilia-Launch-Inspire_320x50.jpg,4748202,18504
2024-08-07,C8AT7QS-3999625-DLR_FY24_SPA_PlazaDeLaFamilia-Launch-Inspire_728x90.zip,4773948,1828
2024-08-07,"C8EDF2Q-NA-SPT_FY24_ENG_Spring Training_300x250.gif",4790244,17168
2024-08-07,"C8EDF2Q-NA-SPT_FY24_ENG_Spring Training_320x50.gif",4790245,20183
2024-08-07,"C8EDF2Q-NA-SPT_FY24_ENG_Spring Training_728x90.gif",4790246,66
2024-08-07,C8QMZNL-3987252-WDW_FY24_ENG_Holidays_hispeng_HISP_NOOFF_160x600.zip,4798812,5159
2024-08-07,C8QMZNL-3987252-WDW_FY24_ENG_Holidays_hispeng_HISP_NOOFF_300x250.zip,4798813,38568
2024-08-07,C8QMZNL-3987252-WDW_FY24_ENG_Holidays_hispeng_HISP_NOOFF_300x600.zip,4798814,2132
2024-08-07,C8QMZNL-3987252-WDW_FY24_ENG_Holidays_hispeng_HISP_NOOFF_320x50.jpg,4776815,10349
2024-08-07,C8QMZNL-3987252-WDW_FY24_ENG_Holidays_hispeng_HISP_NOOFF_728x90.zip,4798815,16040
2024-08-07,C8RJTTV-3968062-WDW_FY24_SPA_FOF-DisneySprings-FlavorsofFlorida-SPANISH-FLRES-HISP-NOOFF_160x600.zip,4753803,80
2024-08-07,C8RJTTV-3968062-WDW_FY24_SPA_FOF-DisneySprings-FlavorsofFlorida-SPANISH-FLRES-HISP-NOOFF_300x250.zip,4753804,30708
2024-08-07,C8RJTTV-3968062-WDW_FY24_SPA_FOF-DisneySprings-FlavorsofFlorida-SPANISH-FLRES-HISP-NOOFF_300x600.zip,4753805,527
2024-08-07,C8RJTTV-3968062-WDW_FY24_SPA_FOF-DisneySprings-FlavorsofFlorida-SPANISH-FLRES-HISP-NOOFF_320x50.png,4743458,14131
2024-08-07,C8RJTTV-3968062-WDW_FY24_SPA_FOF-DisneySprings-FlavorsofFlorida-SPANISH-FLRES-HISP-NOOFF_728x90.zip,4753806,8279
2024-08-07,C8UHGK8-3817479-DCL_FY24_VMTFL-LATAM-NOOFF-PORT_300x250.zip,4773583,947
2024-08-07,C8UHGK8-3817479-DCL_FY24_VMTFL-LATAM-NOOFF-PORT_300x600.zip,4773584,2974
2024-08-07,C8WQG8C-3755702-FY24_DLR_ENG_PremExp-VIP-Banners_160x600.zip,4578230,17864
2024-08-07,C8WQG8C-3755702-FY24_DLR_ENG_PremExp-VIP-Banners_300x250.zip,4578231,119964
2024-08-07,C8WQG8C-3755702-FY24_DLR_ENG_PremExp-VIP-Banners_300x600.zip,4578233,11708
2024-08-07,C8WQG8C-3755702-FY24_DLR_ENG_PremExp-VIP-Banners_320x50_v2.jpg,4569742,103285
2024-08-07,C8WQG8C-3755702-FY24_DLR_ENG_PremExp-VIP-Banners_728x90.zip,4578227,38615
2024-08-07,C8Z74Y4-3688803-WDW_FY24_SPA_V2-Hispanic-MK-HISP-4-Park-Magic-Ticket_160x600.zip,4754464,350
2024-08-07,C8Z74Y4-3688803-WDW_FY24_SPA_V2-Hispanic-MK-HISP-4-Park-Magic-Ticket_300x250.zip,4754465,5196
2024-08-07,C8Z74Y4-3688803-WDW_FY24_SPA_V2-Hispanic-MK-HISP-4-Park-Magic-Ticket_300x600.zip,4754466,561
2024-08-07,C8Z74Y4-3688803-WDW_FY24_SPA_V2-Hispanic-MK-HISP-4-Park-Magic-Ticket_320x50.jpg,4740941,3258
2024-08-07,C8Z74Y4-3688803-WDW_FY24_SPA_V2-Hispanic-MK-HISP-4-Park-Magic-Ticket_728x90.zip,4754467,645
2024-08-07,C9HBVED-3674075-WDW_FY24_SPA_FLResidentTicket-DISCOVER-DISNEY-INSPIRE-FLRES-Discover-Disney-Ticket_160x600.zip,4634472,1044
2024-08-07,C9HBVED-3674075-WDW_FY24_SPA_FLResidentTicket-DISCOVER-DISNEY-INSPIRE-FLRES-Discover-Disney-Ticket_300x250.zip,4634473,14517
2024-08-07,C9HBVED-3674075-WDW_FY24_SPA_FLResidentTicket-DISCOVER-DISNEY-INSPIRE-FLRES-Discover-Disney-Ticket_300x600.zip,4634474,1343
2024-08-07,C9HBVED-3674075-WDW_FY24_SPA_FLResidentTicket-DISCOVER-DISNEY-INSPIRE-FLRES-Discover-Disney-Ticket_320x50.jpg,4624591,5915
2024-08-07,C9HBVED-3674075-WDW_FY24_SPA_FLResidentTicket-DISCOVER-DISNEY-INSPIRE-FLRES-Discover-Disney-Ticket_728x90.zip,4634475,13016
2024-08-07,C9HY6H8-3606167-DLR_FY24_SPA_Evergreen_Domestic_Activate_LATAM_300x600.zip,4580239,0
2024-08-07,C9LOC11-4023707-WDW_FY24_ENG_DDA-Launch-BLK-NOOFF_160x600.jpg,4779737,123
2024-08-07,C9LOC11-4023707-WDW_FY24_ENG_DDA-Launch-BLK-NOOFF_300x250.jpg,4779738,6827
2024-08-07,C9LOC11-4023707-WDW_FY24_ENG_DDA-Launch-BLK-NOOFF_300x600.jpg,4779739,66
2024-08-07,C9LOC11-4023707-WDW_FY24_ENG_DDA-Launch-BLK-NOOFF_320x50.jpg,4779740,12692
2024-08-07,C9LOC11-4023707-WDW_FY24_ENG_DDA-Launch-BLK-NOOFF_728x90.jpg,4779741,747
2024-08-07,"C9OR60H-3894151_NGE_FY24_ENG_Q3 Expedition Cruise Iceland_160x600.png",4673785,6393
2024-08-07,"C9OR60H-3894151_NGE_FY24_ENG_Q3 Expedition Cruise Iceland_300x250.png",4673786,58879
2024-08-07,"C9OR60H-3894151_NGE_FY24_ENG_Q3 Expedition Cruise Iceland_300x600.png",4673787,5254
2024-08-07,"C9OR60H-3894151_NGE_FY24_ENG_Q3 Expedition Cruise Iceland_320x50.png",4673788,66930
2024-08-07,"C9OR60H-3894151_NGE_FY24_ENG_Q3 Expedition Cruise Iceland_728x90.png",4673789,10824
2024-08-07,"C9YXURT-3620750-NGE_FY24_ENG_Q3 Journeys Turkey_160x600.jpg",4684846,5753
2024-08-07,"C9YXURT-3620750-NGE_FY24_ENG_Q3 Journeys Turkey_300x250.jpg",4684847,105917
2024-08-07,"C9YXURT-3620750-NGE_FY24_ENG_Q3 Journeys Turkey_300x600.jpg",4684848,11886
2024-08-07,"C9YXURT-3620750-NGE_FY24_ENG_Q3 Journeys Turkey_320x50.jpg",4684849,7862
2024-08-07,"C9YXURT-3620750-NGE_FY24_ENG_Q3 Journeys Turkey_728x90.jpg",4684850,2340
2024-08-07,CA3JG0P-437677-WDW_FY21_ENG_SCAKDA_160x600.zip,3500990,4364
2024-08-07,CA3JG0P-437677-WDW_FY21_ENG_SCAKDA_300x250.zip,3500991,21832
2024-08-07,CA3JG0P-437677-WDW_FY21_ENG_SCAKDA_300x600.zip,3500992,1775
2024-08-07,CA3JG0P-437677-WDW_FY21_ENG_SCAKDA_320x50_copy.zip,3573201,3285
2024-08-07,CA3JG0P-437677-WDW_FY21_ENG_SCAKDA_728x90.zip,3500995,6899
2024-08-07,CAA1K5N-4025253-WDW_FY24_ENg_Jollywood_Jollywood_Display_Digital_Banners_TSB_Activate_TSB_NOOFF_160x600.zip,4797321,23902
2024-08-07,CAA1K5N-4025253-WDW_FY24_ENg_Jollywood_Jollywood_Display_Digital_Banners_TSB_Activate_TSB_NOOFF_300x250.zip,4797322,178492
2024-08-07,CAA1K5N-4025253-WDW_FY24_ENg_Jollywood_Jollywood_Display_Digital_Banners_TSB_Activate_TSB_NOOFF_300x600.zip,4797323,15958
2024-08-07,CAA1K5N-4025253-WDW_FY24_ENg_Jollywood_Jollywood_Display_Digital_Banners_TSB_Activate_TSB_NOOFF_320x50.jpg,4778477,96103
2024-08-07,CAA1K5N-4025253-WDW_FY24_ENg_Jollywood_Jollywood_Display_Digital_Banners_TSB_Activate_TSB_NOOFF_728x90.zip,4797324,41191
2024-08-07,CAFIS3I-3848252-WDW_FY24_ENG_Summer-Disney-Springs-Summer-Campaign-Display-SHOP-FLRES-NOOFF_160x600.zip,4712548,1113
2024-08-07,CAFIS3I-3848252-WDW_FY24_ENG_Summer-Disney-Springs-Summer-Campaign-Display-SHOP-FLRES-NOOFF_300x250.zip,4712549,35975
2024-08-07,CAFIS3I-3848252-WDW_FY24_ENG_Summer-Disney-Springs-Summer-Campaign-Display-SHOP-FLRES-NOOFF_300x600.zip,4712550,1946
2024-08-07,CAFIS3I-3848252-WDW_FY24_ENG_Summer-Disney-Springs-Summer-Campaign-Display-SHOP-FLRES-NOOFF_320x50.jpg,4712492,33547
2024-08-07,CAFIS3I-3848252-WDW_FY24_ENG_Summer-Disney-Springs-Summer-Campaign-Display-SHOP-FLRES-NOOFF_728x90.zip,4712552,8769
2024-08-07,CANE5GR-437677-WDW_FY21_ENG_SCAKDA_160x600.zip,3500996,1341
2024-08-07,CANE5GR-437677-WDW_FY21_ENG_SCAKDA_300x250.zip,3500998,5256
2024-08-07,CANE5GR-437677-WDW_FY21_ENG_SCAKDA_300x600.zip,3500999,554
2024-08-07,CANE5GR-437677-WDW_FY21_ENG_SCAKDA_320x50_copy.zip,3573203,869
2024-08-07,CANE5GR-437677-WDW_FY21_ENG_SCAKDA_728x90.zip,3501001,1900
2024-08-07,CAP6FOM-3862772-FY24_DLR_ENG_HOTELS-Q3-Broad-Activate-DOM_728x90.zip,4640902,0
2024-08-07,CB6GMR6-3412402-WDW_FY23_ENG_ResortRestaurants_OliviasCafeVersionB_DOM_NOOFF_320x50.jpg,4451592,48365
2024-08-07,CB9N27O-4018710-AUL_FY24_ENG_Evergreen-Inspire_160x600.zip,4748845,19204
2024-08-07,CB9N27O-4018710-AUL_FY24_ENG_Evergreen-Inspire_300x250.zip,4748846,112398
2024-08-07,CB9N27O-4018710-AUL_FY24_ENG_Evergreen-Inspire_300x600.zip,4748848,15446
2024-08-07,CB9N27O-4018710-AUL_FY24_ENG_Evergreen-Inspire_320x50-2.jpg,4741163,71406
2024-08-07,CB9N27O-4018710-AUL_FY24_ENG_Evergreen-Inspire_728x90.zip,4748849,76473
2024-08-07,CBJWP30-3350313-WDW_FY24_SPN_DefaultBannersDomestic_300x250.jpg,4459471,41523
2024-08-07,CBJWP30-3350313-WDW_FY24_SPN_DefaultBannersDomestic_300x600.jpg,4459472,177937
2024-08-07,CBJWP30-3350313-WDW_FY24_SPN_DefaultBannersDomestic_320x50.jpg,4459473,8878
2024-08-07,CBK6HIZ-3811509-WDW_FY24_ENG_ResortConversion_BroadDomesticInspire_DOM_DomesticSummerRoomOnly_160x600.zip,4677606,0
2024-08-07,CBMWTBK-3817479-DCL_FY24_SPA_VMTFL-LATAM-NOOFF_300x250.zip,4773597,2936
2024-08-07,CBMWTBK-3817479-DCL_FY24_SPA_VMTFL-LATAM-NOOFF_300x600.zip,4773598,8183
2024-08-07,CBPF51Q-3413114-WDW_FY24_SPA_Hispanic_DAK_HISP_NOOFF_Pura_Magia_Set_3_160x600.zip,4736424,648
2024-08-07,CBPF51Q-3413114-WDW_FY24_SPA_Hispanic_DAK_HISP_NOOFF_Pura_Magia_Set_3_300x250.zip,4736425,20841
2024-08-07,CBPF51Q-3413114-WDW_FY24_SPA_Hispanic_DAK_HISP_NOOFF_Pura_Magia_Set_3_300x600.zip,4736426,489
2024-08-07,CBPF51Q-3413114-WDW_FY24_SPA_Hispanic_DAK_HISP_NOOFF_Pura_Magia_Set_3_320x50.jpg,4635730,48984
2024-08-07,CBPF51Q-3413114-WDW_FY24_SPA_Hispanic_DAK_HISP_NOOFF_Pura_Magia_Set_3_728x90.zip,4736428,1497
2024-08-07,"CBVU7S9-3894151-NGE_FY24_ENG_Q3 Expedition Cruise Baja_160x600.png",4673781,6104
2024-08-07,"CBVU7S9-3894151-NGE_FY24_ENG_Q3 Expedition Cruise Baja_300x250.png",4673782,60603
2024-08-07,"CBVU7S9-3894151-NGE_FY24_ENG_Q3 Expedition Cruise Baja_300x600.png",4673783,5411
2024-08-07,"CBVU7S9-3894151-NGE_FY24_ENG_Q3 Expedition Cruise Baja_320x50.png",4673780,69290
2024-08-07,"CBVU7S9-3894151-NGE_FY24_ENG_Q3 Expedition Cruise Baja_728x90.png",4673784,10414
2024-08-07,CBZJHOF-3766430-WDW_FY24_SPN_EPCOTTransformation_Hisp_SPA_Anim_HISP_NOOFF_160x600.zip,4676334,341
2024-08-07,CBZJHOF-3766430-WDW_FY24_SPN_EPCOTTransformation_Hisp_SPA_Anim_HISP_NOOFF_300x250.zip,4676335,9394
2024-08-07,CBZJHOF-3766430-WDW_FY24_SPN_EPCOTTransformation_Hisp_SPA_Anim_HISP_NOOFF_300x600.zip,4676336,496
2024-08-07,CBZJHOF-3766430-WDW_FY24_SPN_EPCOTTransformation_Hisp_SPA_Anim_HISP_NOOFF_320x50.jpg,4662573,1654
2024-08-07,CBZJHOF-3766430-WDW_FY24_SPN_EPCOTTransformation_Hisp_SPA_Anim_HISP_NOOFF_728x90.zip,4676337,2875
2024-08-07,CC07D1Q-3517755-DLR_FY23_ENG_SpecialProject-Titan-V1_300x250.zip,4795775,95733
2024-08-07,CC07D1Q-3517755-DLR_FY23_ENG_SpecialProject-Titan-V1_300x600.zip,4795777,30237
2024-08-07,CC07D1Q-3517755-DLR_FY23_ENG_SpecialProject-Titan-V1_728x90.zip,4795773,17113
2024-08-07,CC07D1Q-3517755-DLR_FY23_ENG_SpecialProject-Titan-V1_ENG_320x50.jpg,4510754,134627
2024-08-07,CC4ARWW-3550905-WDW_FY24_SPA_APAcquisition_Q1_Transact_FLRES_AP_Disney_Pixie_Dust_Pass_SP_160x600.zip,4482058,827
2024-08-07,CC4ARWW-3550905-WDW_FY24_SPA_APAcquisition_Q1_Transact_FLRES_AP_Disney_Pixie_Dust_Pass_SP_300x250.zip,4482059,3862
2024-08-07,CC4ARWW-3550905-WDW_FY24_SPA_APAcquisition_Q1_Transact_FLRES_AP_Disney_Pixie_Dust_Pass_SP_300x600.zip,4482060,1461
2024-08-07,CC685AL-3899050-DLR_FY24_ENG_Half-Page-Unit_300x600.jpg,4703744,1586
2024-08-07,CCHC3O1-3094956-DCL_FY23_SPA_LAND_AND_SEA_LATAM_NOOFF_300x250.zip,4262627,37
2024-08-07,CCHC3O1-3094956-DCL_FY23_SPA_LAND_AND_SEA_LATAM_NOOFF_300x600.zip,4262629,79
2024-08-07,CCHC3O1-3094956-DCL_FY23_SPA_LAND_AND_SEA_LATAM_NOOFF_320x50.jpg,4244385,7394
2024-08-07,CCTEJJI-3985402-DLR_FY24_ENG_Q4BroadResorfOffer-Activate_160x600.zip,4726468,61471
2024-08-07,CCTEJJI-3985402-DLR_FY24_ENG_Q4BroadResorfOffer-Activate_300x250.zip,4726469,648231
2024-08-07,CCTEJJI-3985402-DLR_FY24_ENG_Q4BroadResorfOffer-Activate_300x600.zip,4726471,52438
2024-08-07,CCTEJJI-3985402-DLR_FY24_ENG_Q4BroadResorfOffer-Activate_320x50.jpg,4724674,316448
2024-08-07,CCTEJJI-3985402-DLR_FY24_ENG_Q4BroadResorfOffer-Activate_728x90.zip,4726467,217560
2024-08-07,CCTMIRL-3879950-WDW_FY24_PORT_PreSchool_SULLY_LATAM_NOOFF_300x250.zip,4727844,5541
2024-08-07,CCTMIRL-3879950-WDW_FY24_PORT_PreSchool_SULLY_LATAM_NOOFF_300x600.zip,4727846,53779
2024-08-07,CCTMIRL-3879950-WDW_FY24_PORT_PreSchool_SULLY_LATAM_NOOFF_320x50.jpg,4632217,7596
2024-08-07,CCTMIRL-3879950-WDW_FY24_SPA_PreSchool_SULLY_LATAM_NOOFF_300x250.zip,4727849,17193
2024-08-07,CCTMIRL-3879950-WDW_FY24_SPA_PreSchool_SULLY_LATAM_NOOFF_300x600.zip,4727850,93145
2024-08-07,CCTMIRL-3879950-WDW_FY24_SPA_PreSchool_SULLY_LATAM_NOOFF_320x50.jpg,4632297,15757
2024-08-07,CDM1ZND-3981917-WDW_FY25_ENG_ResortConversion-Q1-HolidayRoomOffer-DOM-NOOFF_160x600.zip,4764282,29244
2024-08-07,CDM1ZND-3981917-WDW_FY25_ENG_ResortConversion-Q1-HolidayRoomOffer-DOM-NOOFF_300x250.zip,4764283,295841
2024-08-07,CDM1ZND-3981917-WDW_FY25_ENG_ResortConversion-Q1-HolidayRoomOffer-DOM-NOOFF_300x600.zip,4764284,27571
2024-08-07,CDM1ZND-3981917-WDW_FY25_ENG_ResortConversion-Q1-HolidayRoomOffer-DOM-NOOFF_320x50.jpg,4753589,163199
2024-08-07,CDM1ZND-3981917-WDW_FY25_ENG_ResortConversion-Q1-HolidayRoomOffer-DOM-NOOFF_728x90.zip,4764286,97045
2024-08-07,CDO7ZFV-3674075-WDW_FY24_ENG_FLResidentTicket-DISCOVER-DISNEY-TRANSACT-FLRES-Discover-Disney-Ticket_160x600.zip,4634476,6620
2024-08-07,CDO7ZFV-3674075-WDW_FY24_ENG_FLResidentTicket-DISCOVER-DISNEY-TRANSACT-FLRES-Discover-Disney-Ticket_300x250.zip,4634477,40945
2024-08-07,CDO7ZFV-3674075-WDW_FY24_ENG_FLResidentTicket-DISCOVER-DISNEY-TRANSACT-FLRES-Discover-Disney-Ticket_300x600.zip,4634478,4300
2024-08-07,CDO7ZFV-3674075-WDW_FY24_ENG_FLResidentTicket-DISCOVER-DISNEY-TRANSACT-FLRES-Discover-Disney-Ticket_320x50.jpg,4625445,28630
2024-08-07,CDO7ZFV-3674075-WDW_FY24_ENG_FLResidentTicket-DISCOVER-DISNEY-TRANSACT-FLRES-Discover-Disney-Ticket_320x50.jpg,4635776,55152
2024-08-07,CDO7ZFV-3674075-WDW_FY24_ENG_FLResidentTicket-DISCOVER-DISNEY-TRANSACT-FLRES-Discover-Disney-Ticket_728x90.zip,4634479,14429
2024-08-07,CDZSV05-NA-WDW_FY23_ENG_DisneySpringsHWYAAliceDine_160x600.jpg,4270108,650
2024-08-07,CDZSV05-NA-WDW_FY23_ENG_DisneySpringsHWYAAliceDine_300x250.jpg,4270106,38608
2024-08-07,CDZSV05-NA-WDW_FY23_ENG_DisneySpringsHWYAAliceDine_300x600.jpg,4270107,907
2024-08-07,CDZSV05-NA-WDW_FY23_ENG_DisneySpringsHWYAAliceDine_320x50.jpg,4270105,69870
2024-08-07,CDZSV05-NA-WDW_FY23_ENG_DisneySpringsHWYAAliceDine_728x90.jpg,4270104,3993
2024-08-07,CEDQ7BL-NA-DCL_FY24_POR_LATAM_CloserToDisney_300x250.zip,4657449,28158
2024-08-07,CEDQ7BL-NA-DCL_FY24_POR_LATAM_CloserToDisney_300x600.zip,4657450,464837
2024-08-07,CEDQ7BL-NA-DCL_FY24_POR_LATAM_CloserToDisney_320x50.jpg,3012796,72971
2024-08-07,CEEZGNE-2011849-WDW_FY21_ENG_AP-Rebrand-AP-PASS-HLDR-NO-OFF_320x50,4472851,128448
2024-08-07,CEEZGNE-2011849-WDW_FY21_ENG_AP-Rebrand-AP-PASS-HLDR-NO-OFF_320x50,4472859,139194
2024-08-07,CEEZGNE-2011849-WDW_FY21_ENG_AP-Rebrand-AP-PASS-HLDR-NO-OFF_320x50,4472857,66974
2024-08-07,CEEZGNE-2011849-WDW_FY21_ENG_AP-Rebrand-AP-PASS-HLDR-NO-OFF_728x90,4472858,147659
2024-08-07,CEEZGNE-2011849-WDW_FY21_ENG_AP-Rebrand-AP-PASS-HLDR-NO-OFF_728x90,4472856,33726
2024-08-07,CEEZGNE-2011849-WDW_FY21_ENG_AP-Rebrand-AP-PASS-HLDR-NO-OFF_728x90,4472850,68600
2024-08-07,CEHDYML-3789303-WDW_FY24_ENG_DOM_Tix_MICKEY_BLK_CFT_4ParkMagicTicket_160x600.zip,4634484,31592
2024-08-07,CEHDYML-3789303-WDW_FY24_ENG_DOM_Tix_MICKEY_BLK_CFT_4ParkMagicTicket_300x250.zip,4634485,430052
2024-08-07,CEHDYML-3789303-WDW_FY24_ENG_DOM_Tix_MICKEY_BLK_CFT_4ParkMagicTicket_300x600.zip,4634486,31890
2024-08-07,CEHDYML-3789303-WDW_FY24_ENG_DOM_Tix_MICKEY_BLK_CFT_4ParkMagicTicket_320x50.jpg,4627195,247695
2024-08-07,CEHDYML-3789303-WDW_FY24_ENG_DOM_Tix_MICKEY_BLK_CFT_4ParkMagicTicket_728x90.zip,4634487,110843
2024-08-07,CEO7OQ0-3550905-WDW_FY24_ENG_APAcquisition_Q1_Inspire_FLRES_AP_Disney_Pixie_Dust_Pass_160x600.zip,4472860,15839
2024-08-07,CEO7OQ0-3550905-WDW_FY24_ENG_APAcquisition_Q1_Inspire_FLRES_AP_Disney_Pixie_Dust_Pass_300x250.zip,4472861,203992
2024-08-07,CEO7OQ0-3550905-WDW_FY24_ENG_APAcquisition_Q1_Inspire_FLRES_AP_Disney_Pixie_Dust_Pass_300x600.zip,4472862,53717
2024-08-07,CEP798G-3987252-WDW_FY24_ENG_Holidays_dombc_DOM_NOOFF_160x600.zip,4792987,16043
2024-08-07,CEP798G-3987252-WDW_FY24_ENG_Holidays_dombc_DOM_NOOFF_300x250.zip,4792988,166904
2024-08-07,CEP798G-3987252-WDW_FY24_ENG_Holidays_dombc_DOM_NOOFF_300x600.zip,4792990,11986
2024-08-07,CEP798G-3987252-WDW_FY24_ENG_Holidays_dombc_DOM_NOOFF_320x50.jpg,4776809,77339
2024-08-07,CEP798G-3987252-WDW_FY24_ENG_Holidays_dombc_DOM_NOOFF_728x90.zip,4792991,52224
2024-08-07,CEPRUNN-3225700-WDW_FY23_ENG_WPKScope_Typhoon_GEN_NOOFF_160x600.zip,4251439,40498
2024-08-07,CEPRUNN-3225700-WDW_FY23_ENG_WPKScope_Typhoon_GEN_NOOFF_300x250.zip,4251441,118221
2024-08-07,CEPRUNN-3225700-WDW_FY23_ENG_WPKScope_Typhoon_GEN_NOOFF_300x600.zip,4251442,12851
2024-08-07,CEPRUNN-3225700-WDW_FY23_ENG_WPKScope_Typhoon_GEN_NOOFF_320x50.jpg,4236951,239805
2024-08-07,CEPRUNN-3225700-WDW_FY23_ENG_WPKScope_Typhoon_GEN_NOOFF_728x90.zip,4251443,22717
2024-08-07,"CF6CIYC-3620750-NGE_ENG_FY24_Q3 Family Journeys Greece_160x600.png",4684856,5708
2024-08-07,"CF6CIYC-3620750-NGE_ENG_FY24_Q3 Family Journeys Greece_300x250.png",4684857,107880
2024-08-07,"CF6CIYC-3620750-NGE_ENG_FY24_Q3 Family Journeys Greece_300x600.png",4684860,12051
2024-08-07,"CF6CIYC-3620750-NGE_ENG_FY24_Q3 Family Journeys Greece_320x50.png",4684866,7901
2024-08-07,"CF6CIYC-3620750-NGE_ENG_FY24_Q3 Family Journeys Greece_728x90.png",4684867,2293
2024-08-07,CFNKO9I-2819803-DLR_FY23_ENG_BrandDefault-Display_160x600.zip,4065596,6684
2024-08-07,CFNKO9I-2819803-DLR_FY23_ENG_BrandDefault-Display_300x250.zip,4065567,54981
2024-08-07,CFNKO9I-2819803-DLR_FY23_ENG_BrandDefault-Display_300x600.zip,4065569,5200
2024-08-07,CFNKO9I-2819803-DLR_FY23_ENG_BrandDefault-Display_320x50,4046078,41691
2024-08-07,CFNKO9I-2819803-DLR_FY23_ENG_BrandDefault-Display_728x90.zip,4065572,20029
2024-08-07,CG26EBX-NA-RUN_FY24_ENG_Register_300x600.gif,4510867,0
2024-08-07,CGB1DNC-3899050-DLR_FY24_ENG_Medium-Rectangle-VIP_300x250.jpg,4703739,1915
2024-08-07,CGD0IM2-NA-WDW_FY23_ENG_DisneySpringsHWYAEllaShop_160x600.jpg,4270100,665
2024-08-07,CGD0IM2-NA-WDW_FY23_ENG_DisneySpringsHWYAEllaShop_300x250.jpg,4270103,42608
2024-08-07,CGD0IM2-NA-WDW_FY23_ENG_DisneySpringsHWYAEllaShop_300x600.jpg,4270101,919
2024-08-07,CGD0IM2-NA-WDW_FY23_ENG_DisneySpringsHWYAEllaShop_320x50.jpg,4270102,72383
2024-08-07,CGD0IM2-NA-WDW_FY23_ENG_DisneySpringsHWYAEllaShop_728x90.jpg,4270099,4117
2024-08-07,CGYGOIC-3787050-WDW_FY24_SPA_EPCOTTransformation_Cons_Anim__LATAM_NOOFF_320x50.jpg,4669240,0
2024-08-07,CH4HCH5-3437252-WDW_FY23_ENG_AAscope_YA_BLK_NOOFF_160x600.zip,4507680,5416
2024-08-07,CH4HCH5-3437252-WDW_FY23_ENG_AAscope_YA_BLK_NOOFF_300x250.zip,4507681,148757
2024-08-07,CH4HCH5-3437252-WDW_FY23_ENG_AAscope_YA_BLK_NOOFF_300x600.zip,4507682,5827
2024-08-07,CH4HCH5-3437252-WDW_FY23_ENG_AAscope_YA_BLK_NOOFF_320x50.jpg,4475186,72912
2024-08-07,CH4HCH5-3437252-WDW_FY23_ENG_AAscope_YA_BLK_NOOFF_728x90.zip,4507683,21518
2024-08-07,CHANC3Z-3981921-WDW_FY25_ENG_ResortConversion-Q1-FlRes-HolidayRoomOnlyOffer-Transact_V1-FLRES-Q1-FLRes-RoomOnlyOffer_160x600.zip,4798255,10130
2024-08-07,CHANC3Z-3981921-WDW_FY25_ENG_ResortConversion-Q1-FlRes-HolidayRoomOnlyOffer-Transact_V1-FLRES-Q1-FLRes-RoomOnlyOffer_300x250.zip,4798256,63496
2024-08-07,CHANC3Z-3981921-WDW_FY25_ENG_ResortConversion-Q1-FlRes-HolidayRoomOnlyOffer-Transact_V1-FLRES-Q1-FLRes-RoomOnlyOffer_300x600.zip,4798257,6742
2024-08-07,CHANC3Z-3981921-WDW_FY25_ENG_ResortConversion-Q1-FlRes-HolidayRoomOnlyOffer-Transact_V1-FLRES-Q1-FLRes-RoomOnlyOffer_320x50.jpg,4782653,40468
2024-08-07,CHANC3Z-3981921-WDW_FY25_ENG_ResortConversion-Q1-FlRes-HolidayRoomOnlyOffer-Transact_V1-FLRES-Q1-FLRes-RoomOnlyOffer_728x90.zip,4798258,25500
2024-08-07,CHPRBIT-3766430-WDW_FY24_ENG_EPCOTTransformation-CFL-TSB-Anim-CFT-TSB-NOOFF_160x600.zip,4664798,112368
2024-08-07,CHPRBIT-3766430-WDW_FY24_ENG_EPCOTTransformation-CFL-TSB-Anim-CFT-TSB-NOOFF_300x250.zip,4664799,776933
2024-08-07,CHPRBIT-3766430-WDW_FY24_ENG_EPCOTTransformation-CFL-TSB-Anim-CFT-TSB-NOOFF_300x600.zip,4664800,93784
